Case ID,cluster,Sequence
5788617,0-beforeDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5789278,0-beforeDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5790129,0-beforeDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5793166,0-beforeDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_asked_additional_information phase_additional_information_received phase_decision_irrevocable phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_asked_additional_information phase_additional_information_received phase_decision_irrevocable
5793686,0-beforeDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_suspended phase_decision_ready phase_procedure_resumed phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_suspended phase_decision_ready phase_procedure_resumed phase_decision_taken phase_decision_sent
5798310,0-drift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5798310,0-drift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5798310,0-drift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5799226,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_updated_plan_requested phase_updated_plan_received phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_updated_plan_requested phase_updated_plan_received phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5799226,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_updated_plan_requested phase_updated_plan_received phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_updated_plan_requested phase_updated_plan_received phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5799226,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_updated_plan_requested phase_updated_plan_received phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_updated_plan_requested phase_updated_plan_received phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5799860,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5799860,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5799860,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5802744,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5802744,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5802744,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5807383,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5807383,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5807383,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5807976,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5807976,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5807976,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5811867,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken
5811867,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken
5811867,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken
5812458,1-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_perspective_submitted phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_perspective_submitted phase_decision_ready phase_decision_taken phase_decision_sent
5812458,1-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_perspective_submitted phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_perspective_submitted phase_decision_ready phase_decision_taken phase_decision_sent
5812458,1-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_perspective_submitted phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_perspective_submitted phase_decision_ready phase_decision_taken phase_decision_sent
5815689,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_updated_plan_requested phase_decision_ready phase_application_received phase_application_receptive phase_advice_known phase_updated_plan_requested phase_decision_ready
5815689,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_updated_plan_requested phase_decision_ready phase_application_received phase_application_receptive phase_advice_known phase_updated_plan_requested phase_decision_ready
5815689,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_updated_plan_requested phase_decision_ready phase_application_received phase_application_receptive phase_advice_known phase_updated_plan_requested phase_decision_ready
5817853,0-afterDrift1_cutwindow0,phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5817853,0-afterDrift1_cutwindow20,phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5817853,0-afterDrift1_cutwindow50,phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5818500,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5818500,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5818500,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5825785,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_procedure_extended phase_advice_known phase_procedure_prematurely_terminated phase_application_received phase_application_receptive phase_procedure_extended phase_advice_known phase_procedure_prematurely_terminated
5825785,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_procedure_extended phase_advice_known phase_procedure_prematurely_terminated phase_application_received phase_application_receptive phase_procedure_extended phase_advice_known phase_procedure_prematurely_terminated
5825785,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_procedure_extended phase_advice_known phase_procedure_prematurely_terminated phase_application_received phase_application_receptive phase_procedure_extended phase_advice_known phase_procedure_prematurely_terminated
5826301,0-afterDrift1_cutwindow0,phase_application_received phase_asked_additional_information phase_procedure_prematurely_terminated phase_procedure_aborted phase_archived_case phase_case_handled phase_application_received phase_asked_additional_information phase_procedure_prematurely_terminated phase_procedure_aborted phase_archived_case phase_case_handled
5826301,0-afterDrift1_cutwindow20,phase_application_received phase_asked_additional_information phase_procedure_prematurely_terminated phase_procedure_aborted phase_archived_case phase_case_handled phase_application_received phase_asked_additional_information phase_procedure_prematurely_terminated phase_procedure_aborted phase_archived_case phase_case_handled
5826301,0-afterDrift1_cutwindow50,phase_application_received phase_asked_additional_information phase_procedure_prematurely_terminated phase_procedure_aborted phase_archived_case phase_case_handled phase_application_received phase_asked_additional_information phase_procedure_prematurely_terminated phase_procedure_aborted phase_archived_case phase_case_handled
5831502,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5831502,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5831502,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5837686,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5837686,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5837686,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5838196,0-afterDrift1_cutwindow0,phase_application_received phase_asked_additional_information phase_permanently_suspended phase_application_received phase_asked_additional_information phase_permanently_suspended
5838196,0-afterDrift1_cutwindow20,phase_application_received phase_asked_additional_information phase_permanently_suspended phase_application_received phase_asked_additional_information phase_permanently_suspended
5838196,0-afterDrift1_cutwindow50,phase_application_received phase_asked_additional_information phase_permanently_suspended phase_application_received phase_asked_additional_information phase_permanently_suspended
5842242,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5842242,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5842242,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5846182,0-afterDrift1_cutwindow0,phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5846182,0-afterDrift1_cutwindow20,phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5846182,0-afterDrift1_cutwindow50,phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5846635,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5846635,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5846635,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5847457,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5847457,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5847457,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5851496,0-afterDrift1_cutwindow0,phase_application_received phase_asked_additional_information phase_application_received phase_asked_additional_information
5851496,0-afterDrift1_cutwindow20,phase_application_received phase_asked_additional_information phase_application_received phase_asked_additional_information
5851496,0-afterDrift1_cutwindow50,phase_application_received phase_asked_additional_information phase_application_received phase_asked_additional_information
5852190,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5852190,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5852190,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5852705,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_updated_plan_requested phase_updated_plan_requested phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_updated_plan_requested phase_updated_plan_requested phase_decision_ready phase_decision_taken phase_decision_sent
5852705,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_updated_plan_requested phase_updated_plan_requested phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_updated_plan_requested phase_updated_plan_requested phase_decision_ready phase_decision_taken phase_decision_sent
5852705,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_updated_plan_requested phase_updated_plan_requested phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_updated_plan_requested phase_updated_plan_requested phase_decision_ready phase_decision_taken phase_decision_sent
5854342,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_objection_filed phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_objection_filed phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5854342,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_objection_filed phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_objection_filed phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5854342,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_objection_filed phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_objection_filed phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5860008,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_updated_plan_requested phase_advice_known phase_updated_plan_received phase_decision_irrevocable phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_updated_plan_requested phase_advice_known phase_updated_plan_received phase_decision_irrevocable phase_decision_ready phase_decision_taken phase_decision_sent
5860008,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_updated_plan_requested phase_advice_known phase_updated_plan_received phase_decision_irrevocable phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_updated_plan_requested phase_advice_known phase_updated_plan_received phase_decision_irrevocable phase_decision_ready phase_decision_taken phase_decision_sent
5860008,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_updated_plan_requested phase_advice_known phase_updated_plan_received phase_decision_irrevocable phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_updated_plan_requested phase_advice_known phase_updated_plan_received phase_decision_irrevocable phase_decision_ready phase_decision_taken phase_decision_sent
5864510,1-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_decision_ready phase_decision_taken phase_decision_sent
5864510,1-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_decision_ready phase_decision_taken phase_decision_sent
5864510,1-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_decision_ready phase_decision_taken phase_decision_sent
5867624,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken
5867624,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken
5867624,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken
5868110,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken
5868110,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken
5868110,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken
5879420,0-afterDrift1_cutwindow0,phase_application_received phase_asked_additional_information phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_additional_information_received phase_application_received phase_asked_additional_information phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_additional_information_received
5879420,0-afterDrift1_cutwindow20,phase_application_received phase_asked_additional_information phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_additional_information_received phase_application_received phase_asked_additional_information phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_additional_information_received
5879420,0-afterDrift1_cutwindow50,phase_application_received phase_asked_additional_information phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_additional_information_received phase_application_received phase_asked_additional_information phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_additional_information_received
5881806,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5881806,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5881806,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5887686,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5887686,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5887686,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5893421,1-afterDrift1_cutwindow0,phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_decision_ready phase_decision_taken phase_decision_sent phase_decision_irrevocable phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_decision_ready phase_decision_taken phase_decision_sent phase_decision_irrevocable
5893421,1-afterDrift1_cutwindow20,phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_decision_ready phase_decision_taken phase_decision_sent phase_decision_irrevocable phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_decision_ready phase_decision_taken phase_decision_sent phase_decision_irrevocable
5893421,1-afterDrift1_cutwindow50,phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_decision_ready phase_decision_taken phase_decision_sent phase_decision_irrevocable phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_decision_ready phase_decision_taken phase_decision_sent phase_decision_irrevocable
5894137,0-afterDrift1_cutwindow0,phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_updated_plan_requested phase_updated_plan_received phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_updated_plan_requested phase_updated_plan_received phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5894137,0-afterDrift1_cutwindow20,phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_updated_plan_requested phase_updated_plan_received phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_updated_plan_requested phase_updated_plan_received phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5894137,0-afterDrift1_cutwindow50,phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_updated_plan_requested phase_updated_plan_received phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_updated_plan_requested phase_updated_plan_received phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
5894171,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_irrevocable phase_decision_taken phase_decision_sent phase_archived_case phase_case_handled phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_irrevocable phase_decision_taken phase_decision_sent phase_archived_case phase_case_handled
5894171,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_irrevocable phase_decision_taken phase_decision_sent phase_archived_case phase_case_handled phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_irrevocable phase_decision_taken phase_decision_sent phase_archived_case phase_case_handled
5894171,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_irrevocable phase_decision_taken phase_decision_sent phase_archived_case phase_case_handled phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_irrevocable phase_decision_taken phase_decision_sent phase_archived_case phase_case_handled
