,Case ID,Sequence,cluster
977,INC0002403,"Resolved,priority:3 Closed,priority:3",1
978,INC0002405,"New,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
979,INC0002406,"New,priority:3 New,priority:3 New,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
980,INC0002409,"New,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
981,INC0002411,"New,priority:3 New,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
982,INC0002412,"New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
983,INC0002414,"Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingProblem,priority:3 Resolved,priority:3 Closed,priority:3",1
984,INC0002415,"New,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
985,INC0002416,"Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
986,INC0002417,"New,priority:3 New,priority:3 Resolved,priority:3 Closed,priority:3",1
987,INC0002419,"Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
988,INC0002420,"Active,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
989,INC0002421,"New,priority:3 New,priority:3 New,priority:3 Resolved,priority:3 Closed,priority:3",1
990,INC0002426,"Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
991,INC0002427,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
992,INC0002428,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
993,INC0002434,"New,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
994,INC0002436,"New,priority:3 New,priority:3 New,priority:3 Resolved,priority:3 Closed,priority:3",1
995,INC0002437,"New,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
996,INC0002440,"New,priority:3 New,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
997,INC0002443,"Resolved,priority:3 Closed,priority:3",1
998,INC0002444,"New,priority:3 Resolved,priority:3 Closed,priority:3",1
999,INC0002445,"New,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
1000,INC0002446,"New,priority:3 Resolved,priority:3 Closed,priority:3",1
1001,INC0002448,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
1002,INC0002449,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 Resolved,priority:3 Closed,priority:3",1
1003,INC0002450,"New,priority:4 Resolved,priority:4 Closed,priority:4",1
1004,INC0002453,"New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1005,INC0002454,"New,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
1006,INC0002456,"New,priority:3 AwaitingUserInfo,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1007,INC0002457,"New,priority:3 New,priority:3 AwaitingProblem,priority:3 AwaitingProblem,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1008,INC0002458,"New,priority:4 Resolved,priority:4 Closed,priority:4",1
1009,INC0002460,"New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1010,INC0002463,"New,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Resolved,priority:3 Closed,priority:3",1
1011,INC0002465,"New,priority:3 New,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
1012,INC0002467,"Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1013,INC0002470,"New,priority:3 New,priority:3 New,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
1014,INC0002481,"New,priority:3 New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1015,INC0002483,"New,priority:3 New,priority:3 New,priority:2 New,priority:2 Active,priority:2 Resolved,priority:2 Active,priority:2 Active,priority:2 Active,priority:2 Resolved,priority:2 Closed,priority:2",1
1016,INC0002484,"Resolved,priority:3 Closed,priority:3",1
1017,INC0002486,"New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1018,INC0002490,"New,priority:3 Resolved,priority:3 Closed,priority:3",1
1019,INC0002492,"New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1020,INC0002493,"New,priority:3 New,priority:3 New,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
1021,INC0002499,"New,priority:3 New,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
1022,INC0002502,"New,priority:3 New,priority:3 New,priority:3 Resolved,priority:3 Closed,priority:3",1
1023,INC0002503,"New,priority:4 Resolved,priority:4 Closed,priority:4",1
1024,INC0002505,"New,priority:3 New,priority:3 Resolved,priority:3 Closed,priority:3",1
1025,INC0002507,"New,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1026,INC0002509,"New,priority:3 Resolved,priority:3 Closed,priority:3",1
1027,INC0002510,"Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1028,INC0002512,"New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1029,INC0002515,"New,priority:4 Resolved,priority:4 Closed,priority:4",1
1030,INC0002516,"New,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1031,INC0002518,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1032,INC0002520,"Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
1033,INC0002521,"Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1034,INC0002525,"New,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1035,INC0002527,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1036,INC0002529,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 Resolved,priority:3 Resolved,priority:3 Closed,priority:3",1
1037,INC0002532,"New,priority:1 New,priority:1 New,priority:1 New,priority:1 New,priority:1 New,priority:1 New,priority:1 New,priority:1 New,priority:1 New,priority:1 Active,priority:1 Active,priority:4 Active,priority:4 Active,priority:4 Resolved,priority:4 Closed,priority:4",1
1038,INC0002535,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1039,INC0002536,"New,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1040,INC0002537,"New,priority:4 Active,priority:4 Active,priority:4 Resolved,priority:4 Closed,priority:4",1
1041,INC0002538,"New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
1042,INC0002542,"New,priority:3 New,priority:3 New,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1043,INC0002545,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
1044,INC0002546,"Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
1045,INC0002554,"New,priority:3 Resolved,priority:3 Closed,priority:3",1
1046,INC0002556,"New,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1047,INC0002557,"New,priority:3 New,priority:3 AwaitingProblem,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1048,INC0002559,"New,priority:3 New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 AwaitingVendor,priority:3 Resolved,priority:3 Closed,priority:3",1
1049,INC0002560,"Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
1050,INC0002562,"Resolved,priority:3 Closed,priority:3",1
1051,INC0002566,"Active,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
1052,INC0002569,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 AwaitingVendor,priority:3 AwaitingVendor,priority:3 AwaitingVendor,priority:3 Resolved,priority:3 Closed,priority:3",1
1053,INC0002570,"New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1054,INC0002572,"Active,priority:3 Active,priority:3 AwaitingProblem,priority:3 AwaitingProblem,priority:3 Resolved,priority:3 Closed,priority:3",1
1055,INC0002575,"New,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
1056,INC0002578,"Resolved,priority:3 Closed,priority:3",1
1057,INC0002580,"Active,priority:3 Active,priority:3 AwaitingProblem,priority:3 AwaitingProblem,priority:3 Resolved,priority:3 Closed,priority:3",1
1058,INC0002582,"Resolved,priority:3 Closed,priority:3",1
1059,INC0002583,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1060,INC0002588,"Active,priority:3 AwaitingProblem,priority:3 Resolved,priority:3 Closed,priority:3",1
1061,INC0002591,"Active,priority:4 Active,priority:4 Active,priority:4 AwaitingProblem,priority:4 Resolved,priority:4 Closed,priority:4",1
1062,INC0002592,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
1063,INC0002593,"New,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1064,INC0002595,"Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
1065,INC0002596,"Resolved,priority:3 Closed,priority:3",1
1066,INC0002598,"New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1067,INC0002599,"New,priority:3 New,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
1068,INC0002602,"New,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1069,INC0002603,"New,priority:1 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1070,INC0002604,"New,priority:3 New,priority:3 Resolved,priority:3 Closed,priority:3",1
1071,INC0002607,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
1072,INC0002608,"Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
1073,INC0002609,"New,priority:3 New,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1074,INC0002611,"New,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1075,INC0002613,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1076,INC0002616,"New,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
1077,INC0002617,"Active,priority:3 AwaitingProblem,priority:3 Resolved,priority:3 Closed,priority:3",1
1078,INC0002620,"New,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1079,INC0002623,"New,priority:3 New,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
1080,INC0002624,"New,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1081,INC0002626,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 Resolved,priority:3 Resolved,priority:3 Closed,priority:3",1
1082,INC0002628,"New,priority:3 New,priority:3 New,priority:3 AwaitingProblem,priority:3 Resolved,priority:3 Closed,priority:3",1
1083,INC0002629,"New,priority:3 New,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1084,INC0002630,"New,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1085,INC0002631,"New,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1086,INC0002633,"New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1087,INC0002634,"New,priority:3 New,priority:3 Resolved,priority:3 Closed,priority:3",1
1088,INC0002635,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1089,INC0002637,"Active,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
1090,INC0002638,"New,priority:3 New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
1091,INC0002640,"New,priority:3 Resolved,priority:3 Closed,priority:3",1
1092,INC0002642,"Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1093,INC0002643,"Active,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
1094,INC0002647,"New,priority:3 New,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
1095,INC0002648,"New,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
1096,INC0002657,"New,priority:3 New,priority:3 New,priority:3 Resolved,priority:3 Closed,priority:3",1
1097,INC0002658,"Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1098,INC0002659,"New,priority:3 New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
1099,INC0002661,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1100,INC0002662,"Resolved,priority:3 Closed,priority:3",1
1101,INC0002663,"New,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1102,INC0002665,"New,priority:3 New,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1103,INC0002666,"Resolved,priority:3 Closed,priority:3",1
1104,INC0002667,"New,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1105,INC0002670,"Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
1106,INC0002673,"Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
1107,INC0002674,"Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1108,INC0002675,"Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1109,INC0002676,"Resolved,priority:3 Closed,priority:3",1
1110,INC0002677,"New,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1111,INC0002683,"New,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1112,INC0002684,"New,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1113,INC0002685,"Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
1114,INC0002689,"Active,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1115,INC0002690,"New,priority:3 New,priority:3 Resolved,priority:3 Closed,priority:3",1
1116,INC0002693,"New,priority:3 New,priority:3 AwaitingUserInfo,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1117,INC0002694,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1118,INC0002702,"New,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
1119,INC0002703,"New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
1120,INC0002704,"New,priority:3 New,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
1121,INC0002705,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1122,INC0002706,"Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1123,INC0002709,"New,priority:3 New,priority:3 New,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1124,INC0002711,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1125,INC0002713,"New,priority:3 New,priority:3 Resolved,priority:3 Closed,priority:3",1
1126,INC0002715,"Active,priority:3 Active,priority:3 Active,priority:3 AwaitingProblem,priority:3 AwaitingProblem,priority:3 AwaitingProblem,priority:3 AwaitingUserInfo,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
1127,INC0002720,"New,priority:4 AwaitingProblem,priority:4 Resolved,priority:4 Closed,priority:4",1
1128,INC0002721,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1129,INC0002723,"Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1130,INC0002725,"New,priority:3 New,priority:3 New,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
1131,INC0002726,"Active,priority:4 Active,priority:4 AwaitingUserInfo,priority:4 AwaitingUserInfo,priority:4 Active,priority:4 Resolved,priority:4 Closed,priority:4",1
1132,INC0002735,"Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1133,INC0002742,"Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1134,INC0002743,"New,priority:3 New,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
1135,INC0002747,"Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1136,INC0002748,"New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1137,INC0002749,"New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1138,INC0002755,"New,priority:3 Resolved,priority:3 Closed,priority:3",1
1139,INC0002757,"New,priority:1 New,priority:1 New,priority:1 New,priority:3 New,priority:3 New,priority:3 Resolved,priority:3 Closed,priority:3",1
1140,INC0002759,"New,priority:3 New,priority:3 AwaitingProblem,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
1141,INC0002762,"New,priority:3 New,priority:2 New,priority:2 Active,priority:2 Active,priority:2 Active,priority:2 Resolved,priority:2 Closed,priority:2",1
1142,INC0002764,"New,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
1143,INC0002767,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1144,INC0002768,"Resolved,priority:3 Closed,priority:3",1
1145,INC0002769,"New,priority:3 New,priority:3 New,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
1146,INC0002770,"New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
1147,INC0002771,"New,priority:3 Resolved,priority:3 Closed,priority:3",1
